order_num,order_type,cust_name,prod_number,prod_name,quantity,price,discount,order_total
1104884,Wholesale,Nikolaus LLC,RS704,RLK-9920 Robot,9,699,139.8,6151.2
1104885,Wholesale,Mills Inc.,TV808,Robotic Essentials,7,34.99,7,237.93
1104886,Retail,Spence Dibbin,TV801,Aerial Security,1,36.99,0,36.99
1104887,Retail,Krishna Rivel,DK201,BYOD-100,1,54,0,54
1104888,Wholesale,Zemlak Inc.,TV802,AI for Educators,46,49.95,9.99,2287.71
1104889,Retail,Brod Playford,TV812,Understanding Raspberry PI,1,28.99,0,28.99
1104890,Wholesale,Schinner Inc.,BP107,Ladybug Robot Blueprint,8,12,2.4,93.6
1104891,Wholesale,Gusikowski Group,EB503,Building Your Own Drone,7,24.99,5,169.93
1104892,Retail,Rochelle Furmenger,RS705,RQTE-554 Robot,1,684,0,684
1104893,Retail,Gordon Matteotti,TV805,Industrial 3D Printing,1,49,0,49
1104894,Retail,Dawn Joysey,RK605,BYOR-3000,1,214,0,214
1104895,Wholesale,Goodwin Inc.,DK203,BYOD-220,10,69,13.8,676.2
1104896,Retail,Carce McCrow,TV810,Understanding Automation,1,44.95,0,44.95
1104897,Wholesale,Altenwerth and Sons,TV813,Virtual Reality Basics,7,29.99,6,203.93
1104898,Wholesale,Quigley Inc.,TV809,Understanding 3D Printing,13,42.99,8.6,550.27
1104899,Retail,Blanch Turcotte,TV811,Understanding Drone Regulations,1,27.5,0,27.5
1104900,Retail,Clim Broomfield,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1104901,Retail,Jennifer Parker,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1104902,Wholesale,D'Amore LLC,EB503,Building Your Own Drone,50,24.99,5,1244.5
1104903,Wholesale,Carroll Inc.,DS306,DX-145 Drone,70,250,50,17450
1104904,Wholesale,Lubowitz LLC,EB508,Fixed Wing Drones,6,15.5,3.1,89.9
1104905,Wholesale,Hessel LLC,EB514,Polar Robots,11,23.99,4.8,259.09
1104906,Wholesale,Pouros Inc.,EB521,Understanding Artificial Intelligence,5,19.5,3.9,93.6
1104907,Wholesale,Schuppe Inc.,EB520,Understanding Arduino,12,17.5,3.5,206.5
1104908,Wholesale,Feil LLC,EB521,Understanding Artificial Intelligence,3,19.5,3.9,54.6
1104909,Wholesale,Kub LLC,DK201,BYOD-100,8,54,10.8,421.2
1104910,Wholesale,Green-Shields,DS305,DTI-84 Drone,93,455,91,42224
1104911,Retail,Gasparo Hrinchenko,RK603,BYOR-1500,1,189,0,189
1104912,Retail,Rubetta Rodenhurst,EB513,Photograph Drones,1,14.99,0,14.99
1104913,Retail,Beth Greenholt,RK603,BYOR-1500,2,189,0,378
1104914,Retail,Wilow Shakesby,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1104915,Wholesale,Nikolaus LLC,TV809,Understanding 3D Printing,11,42.99,8.6,464.29
1104916,Wholesale,Cartwright LLC,TV810,Understanding Automation,3,44.95,8.99,125.86
1104917,Wholesale,Rogahn Group,EB507,Drone Building Essentials,6,13.99,2.8,81.14
1104918,Wholesale,Carroll Inc.,DK209,BYOD-550,5,179,35.8,859.2
1104919,Retail,Ron Von Vandervort,RK602,BYOR-1000,2,189,0,378
1104920,Retail,Rob Johnson,DS303,DTD-7000 Drone,1,450,0,450
1104921,Retail,Jason Doyle,RK605,BYOR-3000,2,214,0,428
1104922,Retail,Derek Coventon,EB502,Building Your First Robot,1,24.95,0,24.95
1104923,Retail,Deonne Mirralls,EB509,GPS Drones,1,19.99,0,19.99
1104924,Wholesale,Wintheiser Inc.,BP106,Hexacopter Drone Blueprint,7,8.99,1.8,61.13
1104925,Retail,Delly Legon,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1104926,Wholesale,Raynor LLC,BP104,Cat Robot Blueprint,5,4.99,1,23.95
1104927,Wholesale,Toy LLC,RS707,RXW-9807 Robot,4,599,119.8,2276.2
1104928,Wholesale,Tillman International,RK602,BYOR-1000,71,189,37.8,13381.2
1104929,Retail,Jyoti Craydon,EB514,Polar Robots,1,23.99,0,23.99
1104930,Wholesale,Larkin Group,RS705,RQTE-554 Robot,10,684,136.8,6703.2
1104931,Wholesale,Walker Group,DS306,DX-145 Drone,7,250,50,1700
1104932,Wholesale,Jacobson Group,RK603,BYOR-1500,3,189,37.8,529.2
1104933,Wholesale,Green-Shields,RK605,BYOR-3000,9,214,42.8,1883.2
1104934,Retail,Cathrine Martlew,DS302,DC-304 Drone,1,395,0,395
1104935,Retail,Janette Wheal,BP107,Ladybug Robot Blueprint,1,12,0,12
1104936,Wholesale,Jacobi LLC,BP108,Panda Robot Blueprint,4,7.99,1.6,30.36
1104937,Wholesale,LMD Resources,TV807,Open Source Code,42,32.95,6.59,1377.31
1104938,Wholesale,Koepp Inc.,TV804,Drone Video Techniques,6,37.99,7.6,220.34
1104939,Wholesale,The Mayer Company,RK603,BYOR-1500,10,189,37.8,1852.2
1104940,Retail,Megan Bergnaum,BP110,Upside Down Robot Blueprint,1,12,0,12
1104941,Retail,Lilian Mellers,RK605,BYOR-3000,2,214,0,428
1104942,Wholesale,Collier and Sons,DK209,BYOD-550,13,179,35.8,2291.2
1104943,Retail,Esra Sloane,RK603,BYOR-1500,1,189,0,189
1104944,Wholesale,Renner Group,BP109,QuadroCopter Blueprint,61,10.99,2.2,668.19
1104945,Wholesale,Erdman LLC,BP106,Hexacopter Drone Blueprint,10,8.99,1.8,88.1
1104946,Wholesale,Walker Group,TV804,Drone Video Techniques,12,37.99,7.6,448.28
1104947,Wholesale,Reinger Technologies,EB514,Polar Robots,9,23.99,4.8,211.11
1104948,Retail,Madelon Lomath,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1104949,Wholesale,Beatty LLC,BP108,Panda Robot Blueprint,5,7.99,1.6,38.35
1104950,Retail,Khalil Astle,DK208,BYOD-500,1,167,0,167
1104951,Retail,Nevil Tschierse,TV809,Understanding 3D Printing,1,42.99,0,42.99
1104952,Retail,Jimmy Weissnat,RK602,BYOR-1000,1,189,0,189
1104953,Retail,Hildagard Middleweek,RK605,BYOR-3000,1,214,0,214
1104954,Wholesale,Mante Group,RS704,RLK-9920 Robot,11,699,139.8,7549.2
1104955,Wholesale,Windler Tech Supplies,TV808,Robotic Essentials,7,34.99,7,237.93
1104956,Wholesale,Bernier Security,DS303,DTD-7000 Drone,4,450,90,1710
1104957,Retail,Connie Leebeter,BP105,Creature Robot Arms Blueprint,1,12,0,12
1104958,Retail,Delmore Isles,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1104959,Wholesale,Crist Innovations,DK204,BYOD-300,4,89,17.8,338.2
1104960,Retail,Kshlerin LLC,TV810,Understanding Automation,3,44.95,0,134.85
1104961,Retail,Nicole Hansen,EB509,GPS Drones,1,19.99,0,19.99
1104962,Wholesale,Schmidt Group,DS306,DX-145 Drone,5,250,50,1200
1104963,Wholesale,Bednar IT Inc.,BP110,Sleepy Eye Blueprint,6,11.99,2.4,69.54
1104964,Wholesale,Becker LLC,BP101,All Eyes Drone Blueprint,10,9.99,2,97.9
1104965,Retail,Maggie Corroyer,DK204,BYOD-300,1,89,0,89
1104966,Retail,Evonne Picott,RK603,BYOR-1500,1,189,0,189
1104967,Wholesale,Fay LLC,TV807,Open Source Code,6,32.95,6.59,191.11
1104968,Wholesale,Mante Group,BP110,Upside Down Robot Blueprint,7,12,2.4,81.6
1104969,Wholesale,Homenick Group,BP108,Panda Robot Blueprint,10,7.99,1.6,78.3
1104970,Retail,Allegra O'Nion,TV807,Open Source Code,1,32.95,0,32.95
1104971,Wholesale,Russel Group,EB517,SCARA Robots,13,19.5,3.9,249.6
1104972,Wholesale,Hegmann Group,EB501,Articulated Robots,13,23.99,4.8,307.07
1104973,Retail,Miquela Haitlie,RS706,RWW-75 Robot,1,883,0,883
1104974,Retail,Keebler Group,DS306,DX-145 Drone,3,250,0,750
1104975,Wholesale,Grant LLC,BP109,QuadroCopter Blueprint,9,10.99,2.2,96.71
1104976,Wholesale,Smith Technologies,EB506,Delta Robots,67,16.99,3.4,1134.93
1104977,Wholesale,Mills Inc.,EB508,Fixed Wing Drones,75,15.5,3.1,1159.4
1104978,Wholesale,LMD Resources,RK606,BYOR-3535,68,225,45,15255
1104979,Retail,Ginni Sichardt,TV806,Mapping with Drones,1,49,0,49
1104980,Retail,Agathe Idel,TV810,Understanding Automation,1,44.95,0,44.95
1104981,Retail,Anatola Longbone,BP107,Ladybug Robot Blueprint,1,12,0,12
1104982,Wholesale,Schamberger Inc.,TV802,AI for Educators,5,49.95,9.99,239.76
1104983,Retail,Hilde Alenikov,TV811,Understanding Drone Regulations,1,27.5,0,27.5
1104984,Wholesale,Williamson Co.,BP110,Sleepy Eye Blueprint,8,11.99,2.4,93.52
1104985,Wholesale,Feest Inc.,TV813,Virtual Reality Basics,8,29.99,6,233.92
1104986,Retail,Laura Stratiff,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1104987,Retail,Marsh Bastide,EB501,Articulated Robots,1,23.99,0,23.99
1104988,Retail,Boycey Binford,RK602,BYOR-1000,1,189,0,189
1104989,Wholesale,Schmidt Group,BP107,Ladybug Robot Blueprint,4,12,2.4,45.6
1104990,Wholesale,Erdman LLC,RS704,RLK-9920 Robot,6,699,139.8,4054.2
1104991,Wholesale,Donnelly Group,EB509,GPS Drones,12,19.99,4,235.88
1104992,Retail,Greg Gulgowski,EB513,Photograph Drones,1,14.99,0,14.99
1104993,Retail,Charley Cosgriff,EB520,Understanding Arduino,1,17.5,0,17.5
1104994,Wholesale,White Group,BP109,QuadroCopter Blueprint,7,10.99,2.2,74.73
1104995,Retail,Annetta Penchen,RS706,RWW-75 Robot,1,883,0,883
1104996,Retail,Pearle Astman,DK209,BYOD-550,1,179,0,179
1104997,Wholesale,Moore LLC,DS301,DA-SA702 Drone,77,399,79.8,30643.2
1104998,Retail,Toiboid Hulbert,EB520,Understanding Arduino,1,17.5,0,17.5
1104999,Retail,Nicholle Kirke,EB502,Building Your First Robot,1,24.95,0,24.95
1105000,Wholesale,The Lesch Company,RS704,RLK-9920 Robot,13,699,139.8,8947.2
1105001,Retail,Kristo Staniford,EB507,Drone Building Essentials,1,13.99,0,13.99
1105002,Wholesale,Schuppe Inc.,TV802,AI for Educators,64,49.95,9.99,3186.81
1105003,Retail,Edward Rempel,RS707,RXW-9807 Robot,1,599,0,599
1105004,Wholesale,Goodwin Inc.,EB507,Drone Building Essentials,7,13.99,2.8,95.13
1105005,Retail,Lonnie McDermott,EB514,Polar Robots,1,23.99,0,23.99
1105006,Wholesale,Streich LLC,EB508,Fixed Wing Drones,8,15.5,3.1,120.9
1105007,Retail,Lindy Tyson,TV809,Understanding 3D Printing,1,42.99,0,42.99
1105008,Retail,Vern Klocko,TV812,Understanding Raspberry PI,1,28.99,0,28.99
1105009,Wholesale,Hettinger and Sons,TV810,Understanding Automation,5,44.95,8.99,215.76
1105010,Wholesale,Clever Industries,EB519,Spherical Robots,12,16.75,3.35,197.65
1105011,Wholesale,Bailey Inc.,EB502,Building Your First Robot,8,24.95,4.99,194.61
1105012,Wholesale,Walker Group,BP107,Ladybug Robot Blueprint,5,12,2.4,57.6
1105013,Wholesale,Brekke Productions,RS707,RXW-9807 Robot,6,599,119.8,3474.2
1105014,Retail,Xenos Ash,DK204,BYOD-300,1,89,0,89
1105015,Wholesale,Auer Inc.,RK603,BYOR-1500,68,189,37.8,12814.2
1105016,Wholesale,Satterfield LLC,DK203,BYOD-220,46,69,13.8,3160.2
1105017,Wholesale,Kuvalis Group,DK209,BYOD-550,12,179,35.8,2112.2
1105018,Retail,Philippine Cloute,DS303,DTD-7000 Drone,2,450,0,900
1105019,Wholesale,Kiehn LLC,EB508,Fixed Wing Drones,9,15.5,3.1,136.4
1105020,Wholesale,Renner Group,TV811,Understanding Drone Regulations,9,27.5,5.5,242
1105021,Retail,Christel Howett,TV801,Aerial Security,1,36.99,0,36.99
1105022,Wholesale,Brekke Productions,BP102,Bsquare Robot Blueprint,10,8.99,1.8,88.1
1105023,Wholesale,Bergstrom LLC,EB505,Delivery Drones,12,14.99,3,176.88
1105024,Wholesale,Barton Inc.,EB509,GPS Drones,12,19.99,4,235.88
1105025,Wholesale,Lind Group,DK201,BYOD-100,6,54,10.8,313.2
1105026,Wholesale,Mountain Run LLC,BP101,All Eyes Drone Blueprint,5,9.99,2,47.95
1105027,Retail,Christoffer Forsdyke,RK606,BYOR-3535,1,224,0,224
1105028,Wholesale,Sauer AI Tech,RS706,RWW-75 Robot,6,883,176.6,5121.4
1105029,Wholesale,Lockman Group,TV807,Open Source Code,6,32.95,6.59,191.11
1105030,Wholesale,Mountain Run LLC,EB511,Helicopter Drones,4,20.95,4.19,79.61
1105031,Wholesale,Funk and Sons,EB509,GPS Drones,6,19.99,4,115.94
1105032,Retail,Wayne Fee,TV805,Industrial 3D Printing,1,49,0,49
1105033,Wholesale,Murazik Inc.,RK607,BYOR-4005,11,245,49,2646
1105034,Wholesale,Moore LLC,BP104,Cat Robot Blueprint,8,4.99,1,38.92
1105035,Wholesale,Sanford Group,BP108,Panda Robot Blueprint,11,7.99,1.6,86.29
1105036,Retail,Miguel Fellnee,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1105037,Retail,Forster McClements,EB513,Photograph Drones,1,14.99,0,14.99
1105038,Retail,Page Knapp,EB509,GPS Drones,1,19.99,0,19.99
1105039,Wholesale,Ledner LLC,DS305,DTI-84 Drone,4,455,91,1729
1105040,Retail,Ortiz Inc.,EB507,Drone Building Essentials,98,13.99,0,1371.02
1105041,Retail,Vinita Vidler,EB514,Polar Robots,1,23.99,0,23.99
1105042,Wholesale,Larkin Group,DK202,BYOD-200,39,58.95,11.79,2287.26
1105043,Retail,Pam Spary,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1105044,Wholesale,Schroeder Library,EB520,Understanding Arduino,12,17.5,3.5,206.5
1105045,Retail,Mehetabel Yanyshev,RK603,BYOR-1500,1,189,0,189
1105046,Retail,Obadiah Champness,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1105047,Wholesale,MacGyver Group,TV802,AI for Educators,2,49.95,9.99,89.91
1105048,Retail,Karlik Gatiss,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1105049,Wholesale,Boyer LLC,EB518,Single Rotor Drones,87,14.99,3,1301.13
1105050,Retail,Benedikt Rann,DK204,BYOD-300,1,89,0,89
1105051,Retail,Layne Tremolieres,TV809,Understanding 3D Printing,1,42.99,0,42.99
1105052,Retail,Merci Whitnell,RK602,BYOR-1000,1,189,0,189
1105053,Retail,Fredek Sinney,RK605,BYOR-3000,1,214,0,214
1105054,Wholesale,Kohler Inc.,EB508,Fixed Wing Drones,5,15.5,3.1,74.4
1105055,Retail,Caresa Markham,DK209,BYOD-550,1,179,0,179
1105056,Wholesale,Spencer Educators,BP102,Bsquare Robot Blueprint,9,8.99,1.8,79.11
1105057,Wholesale,Rippin Industries,TV805,Industrial 3D Printing,8,49,9.8,382.2
1105058,Retail,Sean O'Keefe,DK209,BYOD-550,3,179,0,537
1105059,Retail,Kippy Brodeur,DS306,DX-145 Drone,1,250,0,250
1105060,Wholesale,Leuschke Inc.,EB506,Delta Robots,67,16.99,3.4,1134.93
1105061,Retail,Lorne Lafaye,TV809,Understanding 3D Printing,1,42.99,0,42.99
1105062,Retail,Gregory Bault,RK606,BYOR-3535,1,223,0,223
1105063,Retail,David Larkin,EB503,Building Your Own Drone,1,24.99,0,24.99
1105064,Wholesale,Schuppe Inc.,RS703,RCB-889 Robot,11,549,109.8,5929.2
1105065,Retail,Hesther Cowderoy,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1105066,Retail,Darci Marks,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1105067,Retail,Aldo Andrault,EB502,Building Your First Robot,1,24.95,0,24.95
1105068,Retail,Darda Luker,TV804,Drone Video Techniques,1,37.99,0,37.99
1105069,Wholesale,The TMC Company,TV809,Understanding 3D Printing,7,42.99,8.6,292.33
1105070,Retail,April Persich,EB513,Photograph Drones,1,14.99,0,14.99
1105071,Retail,Nikki Steuber,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1105072,Retail,Xever Whiley,DS306,DX-145 Drone,1,250,0,250
1105073,Retail,Theodora Benedit,RS702,MICR-23K Robot,1,899,0,899
1105074,Wholesale,Heller Inc.,RK602,BYOR-1000,10,189,37.8,1852.2
1105075,Retail,Kippar Kidsley,EB503,Building Your Own Drone,1,24.99,0,24.99
1105076,Retail,Florian Mityakov,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1105077,Retail,Karine Eddolls,EB517,SCARA Robots,1,19.5,0,19.5
1105078,Wholesale,Denesik Games,RK605,BYOR-3000,9,214,42.8,1883.2
1105079,Retail,Cullan Keemer,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1105080,Retail,Ebert LLC,DS302,DC-304 Drone,76,395,0,30020
1105081,Wholesale,Hackett LLC,EB502,Building Your First Robot,6,24.95,4.99,144.71
1105082,Retail,Brynne Bingley,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1105083,Wholesale,Kemmer and Sons,BP108,Panda Robot Blueprint,12,7.99,1.6,94.28
1105084,Wholesale,The Lesch Company,DS306,DX-145 Drone,6,250,50,1450
1105085,Retail,Toiboid Gouth,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1105086,Wholesale,Ullrich Inc.,BP104,Cat Robot Blueprint,9,4.99,1,43.91
1105087,Wholesale,Treutel Group,BP105,Creature Robot Arms Blueprint,9,12,2.4,105.6
1105088,Wholesale,Hackett LLC,DS307,MICR-564K Drone,94,499,99.8,46806.2
1105089,Wholesale,Mann LLC,EB509,GPS Drones,10,19.99,4,195.9
1105090,Retail,Goldner LLC,EB520,Understanding Arduino,51,17.5,0,892.5
1105091,Retail,Jillane Parmer,EB509,GPS Drones,1,19.99,0,19.99
1105092,Retail,Samuel Maughan,EB513,Photograph Drones,1,14.99,0,14.99
1105093,Wholesale,Kuvalis Group,TV808,Robotic Essentials,8,34.99,7,272.92
1105094,Wholesale,Balistreri Group,EB513,Photograph Drones,1,14.99,3,11.99
1105095,Wholesale,Franecki Corporation,BP102,Bsquare Robot Blueprint,9,8.99,1.8,79.11
1105096,Retail,Robbert Arnaut,DK201,BYOD-100,1,54,0,54
1105097,Wholesale,Brekke Productions,EB503,Building Your Own Drone,8,24.99,5,194.92
1105098,Wholesale,Marvin Inc.,RK602,BYOR-1000,10,189,37.8,1852.2
1105099,Retail,Jeddy Elkin,EB502,Building Your First Robot,1,24.95,0,24.95
1105100,Retail,Steve Langosh,EB506,Delta Robots,1,16.99,0,16.99
1105101,Wholesale,Williamson Co.,TV804,Drone Video Techniques,9,37.99,7.6,334.31
1105102,Wholesale,Gutmann LLC,DK201,BYOD-100,6,54,10.8,313.2
1105103,Retail,Cherin Attle,DK209,BYOD-550,2,179,0,358
1105104,Wholesale,Wintheiser Inc.,TV805,Industrial 3D Printing,9,49,9.8,431.2
1105105,Wholesale,Nader LLC,TV806,Mapping with Drones,7,49,9.8,333.2
1105106,Retail,Shannan Echlin,DS305,DTI-84 Drone,1,455,0,455
1105107,Wholesale,Bergstrom LLC,BP102,Bsquare Robot Blueprint,106,8.99,1.8,951.14
1105108,Retail,Cole Medhurst,EB514,Polar Robots,1,23.99,0,23.99
1105109,Wholesale,Feest Inc.,TV811,Understanding Drone Regulations,4,27.5,5.5,104.5
1105110,Wholesale,Stoltenberg LLC,RK603,BYOR-1500,11,189,37.8,2041.2
1105111,Retail,Horton Villaret,BP107,Ladybug Robot Blueprint,1,12,0,12
1105112,Wholesale,Harvey Group,RS707,RXW-9807 Robot,5,599,119.8,2875.2
1105113,Retail,Matty Jennrich,TV803,Cloud Computing,1,29.99,0,29.99
1105114,Wholesale,Mann LLC,EB519,Spherical Robots,12,16.75,3.35,197.65
1105115,Retail,Graig Bellham,EB501,Articulated Robots,1,23.99,0,23.99
1105116,Wholesale,Boehm Inc.,EB503,Building Your Own Drone,9,24.99,5,219.91
1105117,Retail,Cecelia Amner,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1105118,Wholesale,Green-Shields,RS707,RXW-9807 Robot,10,599,119.8,5870.2
1105119,Wholesale,Runte Inc.,RK607,BYOR-4005,8,245,49,1911
1105120,Retail,Angele Cushe,EB514,Polar Robots,1,23.99,0,23.99
1105121,Wholesale,Bernier Security,DS301,DA-SA702 Drone,8,399,79.8,3112.2
1105122,Retail,Bendicty Davydzenko,DS302,DC-304 Drone,1,395,0,395
1105123,Retail,Chandal Vannuccinii,TV811,Understanding Drone Regulations,1,27.5,0,27.5
1105124,Wholesale,Larson Inc.,DK202,BYOD-200,6,58.95,11.79,341.91
1105125,Wholesale,Schmidt Group,TV811,Understanding Drone Regulations,6,27.5,5.5,159.5
1105126,Retail,Michal Bentote,TV802,AI for Educators,1,49.95,0,49.95
1105127,Retail,Ahsley Keebler,EB509,GPS Drones,3,19.99,0,59.97
1105128,Retail,Eleni Nickell,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1105129,Wholesale,McKenzie Inc..,BP108,Panda Robot Blueprint,11,7.99,1.6,86.29
1105130,Retail,Owen Hauck,EB503,Building Your Own Drone,1,24.99,0,24.99
1105131,Wholesale,Erdman LLC,RK602,BYOR-1000,6,189,37.8,1096.2
1105132,Wholesale,Little and Sons,RK606,BYOR-3535,11,224,44.8,2419.2
1105133,Wholesale,Brekke Productions,EB521,Understanding Artificial Intelligence,7,19.5,3.9,132.6
1105134,Wholesale,Daugherty Group,DK209,BYOD-550,11,179,35.8,1933.2
1105135,Retail,Marlane Botton,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1105136,Wholesale,Oberbrunner Inc.,TV804,Drone Video Techniques,8,37.99,7.6,296.32
1105137,Retail,Northrop Charrier,EB507,Drone Building Essentials,1,13.99,0,13.99
1105138,Wholesale,Mann LLC,BP102,Bsquare Robot Blueprint,5,8.99,1.8,43.15
1105139,Wholesale,Wintheiser Inc.,RS704,RLK-9920 Robot,6,699,139.8,4054.2
1105140,Wholesale,Ward-Mills,DS303,DTD-7000 Drone,11,450,90,4860
1105141,Retail,Maximo Gerardi,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1105142,Retail,Heather Runolfsson,RS705,RQTE-554 Robot,4,684,0,2736
1105143,Wholesale,Nolan Inc.,DK203,BYOD-220,11,69,13.8,745.2
1105144,Wholesale,Lehner Inc.,BP109,QuadroCopter Blueprint,5,10.99,2.2,52.75
1105145,Retail,Gail Pauls,EB513,Photograph Drones,1,14.99,0,14.99
1105146,Retail,Jess Abbott,DK204,BYOD-300,4,89,0,356
1105147,Wholesale,Turner and Sons,TV813,Virtual Reality Basics,9,29.99,6,263.91
1105148,Retail,Dmitri Sylvester,TV809,Understanding 3D Printing,1,42.99,0,42.99
1105149,Retail,Mia Trask,DS305,DTI-84 Drone,1,455,0,455
1105150,Wholesale,Considine Group,BP110,Sleepy Eye Blueprint,9,11.99,2.4,105.51
1105151,Retail,Kipp Bowld,TV813,Virtual Reality Basics,1,29.99,0,29.99
1105152,Retail,Richardo Attwater,DS303,DTD-7000 Drone,1,450,0,450
1105153,Wholesale,Predovic LLC,RS706,RWW-75 Robot,40,883,176.6,35143.4
1105154,Wholesale,Cummings LLC,TV812,Understanding Raspberry PI,6,28.99,5.8,168.14
1105155,Wholesale,Koepp Inc.,RS704,RLK-9920 Robot,7,699,139.8,4753.2
1105156,Wholesale,Jenkins LLC,EB514,Polar Robots,13,23.99,4.8,307.07
1105157,Wholesale,Bradtke Inc.,TV807,Open Source Code,4,32.95,6.59,125.21
1105158,Wholesale,Mohr Group,BP102,Bsquare Robot Blueprint,11,8.99,1.8,97.09
1105159,Retail,Devon Quigley,RK602,BYOR-1000,2,189,0,378
1105160,Retail,Scotty Beavis,RS707,RXW-9807 Robot,1,599,0,599
1105161,Wholesale,Boehm Inc.,DK208,BYOD-500,5,167,33.4,801.6
1105162,Retail,Penelopa Bertomeu,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1105163,Wholesale,Johnson LLC,EB516,RTF Drones,11,16.99,3.4,183.49
1105164,Wholesale,Swift Inc.,BP108,Panda Robot Blueprint,3,7.99,1.6,22.37
1105165,Retail,Vivie Coleby,TV806,Mapping with Drones,1,49,0,49
1105166,Wholesale,Hessel LLC,TV810,Understanding Automation,12,44.95,8.99,530.41
1105167,Wholesale,Cole Inc.,EB504,Cartesian Robots,9,12.99,2.6,114.31
1105168,Wholesale,Renner Group,BP101,All Eyes Drone Blueprint,12,9.99,2,117.88
1105169,Wholesale,Cassin Inc.,TV810,Understanding Automation,13,44.95,8.99,575.36
1105170,Wholesale,Schaefer Inc.,EB509,GPS Drones,8,19.99,4,155.92
1105171,Wholesale,Swift Inc.,EB502,Building Your First Robot,10,24.95,4.99,244.51
1105172,Retail,Elise Furley,TV804,Drone Video Techniques,1,37.99,0,37.99
1105173,Wholesale,Volkman LLC,EB507,Drone Building Essentials,11,13.99,2.8,151.09
1105174,Retail,Zach Feeney-Kuhn,EB514,Polar Robots,1,23.99,0,23.99
1105175,Retail,Hillery Hoxey,DK202,BYOD-200,1,58.95,0,58.95
1105176,Retail,Jamill Gooley,TV810,Understanding Automation,1,44.95,0,44.95
1105177,Retail,Nomi Whaplington,EB506,Delta Robots,1,16.99,0,16.99
1105178,Wholesale,Hammes Inc.,EB521,Understanding Artificial Intelligence,13,19.5,3.9,249.6
1105179,Retail,Karim Plester,DK203,BYOD-220,1,69,0,69
1105180,Wholesale,Lubowitz LLC,BP106,Hexacopter Drone Blueprint,4,8.99,1.8,34.16
1105181,Retail,Ethelind Gorden,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1105182,Wholesale,Turcotte Corp,EB507,Drone Building Essentials,12,13.99,2.8,165.08
1105183,Wholesale,LMD Resources,RK603,BYOR-1500,12,189,37.8,2230.2
1105184,Retail,Jeri Lindfors,RK602,BYOR-1000,1,189,0,189
1105185,Wholesale,Grady Inc.,BP104,Cat Robot Blueprint,7,4.99,1,33.93
1105186,Wholesale,Goodwin Inc.,BP108,Panda Robot Blueprint,12,7.99,1.6,94.28
1105187,Wholesale,Sauer AI Tech,EB518,Single Rotor Drones,6,14.99,3,86.94
1105188,Wholesale,Abshire Inc.,DK206,BYOD-400,7,119,23.8,809.2
1105189,Wholesale,Barrows Inc.,RK603,BYOR-1500,13,189,37.8,2419.2
1105190,Wholesale,Aufderhar Tech,DS307,MICR-564K Drone,7,499,99.8,3393.2
1105191,Wholesale,Wolff LLC,BP104,Cat Robot Blueprint,6,4.99,1,28.94
1105192,Retail,Cindi Risby,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1105193,Retail,Jeanie Bertomeu,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1105194,Wholesale,Maggio LLC,EB506,Delta Robots,6,16.99,3.4,98.54
1105195,Retail,Glover LLC,RK607,BYOR-4005,43,245,0,10535
1105196,Wholesale,Bauch Group,RS704,RLK-9920 Robot,15,699,139.8,10345.2
1105197,Wholesale,Beahan Inc.,TV804,Drone Video Techniques,12,37.99,7.6,448.28
1105198,Wholesale,Nader LLC,EB507,Drone Building Essentials,11,13.99,2.8,151.09
1105199,Wholesale,Wyman Institute,EB512,Multi Rotor Drones,4,24.95,4.99,94.81
1105200,Wholesale,Windler Tech Supplies,BP110,Upside Down Robot Blueprint,3,12,2.4,33.6
1105201,Wholesale,Stehr Group,EB502,Building Your First Robot,6,24.95,4.99,144.71
1105202,Retail,April Persich,BP107,Ladybug Robot Blueprint,1,12,0,12
1105203,Retail,Dooley Educators,EB511,Helicopter Drones,2,20.95,0,41.9
1105204,Wholesale,Rice Inc.,EB521,Understanding Artificial Intelligence,12,19.5,3.9,230.1
